Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ParentId,ClosedDate,OwnerDisplayName
5187,2,,1517179727,0,,12409,,,,0,,3288,,
5188,2,,1517182394,1,,4398,,,,4,,5185,,
5189,1,,1517206543,0,215,3098,PASCAL VOC dataset,"neural-networks,datasets",0,0,,,,
5190,2,,1517222785,1,,1720,,,,1,,5176,,
5191,2,,1517233965,1,,10287,,,,1,,5110,,
5192,2,,1517257057,0,,2050,,,,3,,4186,,
5193,1,,1517284402,2,192,12438,Is there any website where I can visualize how AI planning works?,"machine-learning,ai-design,getting-started",4,1,,,,
5194,1,,1517313742,1,80,12448,Application of Ai to task scheduling problems on heterogenous platforms,"machine-learning,prediction,optimization",0,0,,,,
5195,2,,1517317694,0,,1671,,,,0,,5169,,
5196,2,,1517328283,2,,10287,,,,0,,5167,,
5197,1,,1517331670,1,21,12451,Matrix to check correctness of word embeddings,"deep-learning,natural-language-processing,wordvector",0,0,,,,
5201,1,,1517424975,0,47,9237,The connection between number of layer of DNN and computational complexity of it,"deep-learning,deep-network,reference-request",1,0,,,,
5203,1,,1517440671,1,49,9237,Deep Neural Network and learnable,"machine-learning,deep-learning,theorics,computational-linguistics,learning-theory",0,1,,,,
5205,2,,1517451055,1,,4398,,,,0,,5201,,
5206,2,,1517453163,0,,12483,,,,0,,5169,,
5207,2,,1517475109,0,,12278,,,,2,,5193,,
5208,1,5209,1517476034,0,102,11795,Planning a Neural Network,"neural-networks,machine-learning,ai-design,artificial-neuron",1,0,2,,,
5209,2,,1517513273,0,,9947,,,,2,,5208,,
5210,1,,1517531064,0,44,2522,Is there any research on neural networks with multiple outputs for hierarchical label classification?,"neural-networks,convolutional-neural-networks,classification,backpropagation",1,0,,,,
5211,1,,1517546415,5,56,12502,Can variations in microphones used in training set and test set impact the accuracy of speech recognition models?,"deep-learning,voice-recognition",2,2,,,,
5213,2,,1517547975,0,,6779,,,,1,,5193,,
5214,2,,1517554491,0,,7496,,,,0,,5126,,
5217,2,,1517560182,4,,1847,,,,0,,5211,,
5220,1,5222,1517571695,0,195,1671,What was the average decision speed pf Alpha Zero in the recent Stockfish match?,"game-ai,chess,alphazero",1,2,,,,
5221,1,,1517580408,1,100,12505,Agent in toy environment only learns to act optimally with small discount factors,reinforcement-learning,1,4,0,,,
5222,2,,1517585654,1,,6014,,,,3,,5220,,
5223,2,,1517592981,1,,8418,,,,0,,3992,,
5224,2,,1517595593,1,,11651,,,,0,,5174,,
5225,2,,1517603458,1,,9947,,,,0,,3964,,
5226,2,,1517633194,2,,6779,,,,1,,5210,,
5227,1,,1517709436,0,11,6361,"In causation and confirmatory analysis, what test-cases and solving implementations?","machine-learning,reinforcement-learning,strong-ai,game-theory,statistical-ai",0,0,,,,
5228,2,,1517720506,2,,2050,,,,0,,3088,,
5230,1,,1517800764,1,523,12518,Freely Available Graphical User Interface for training a network on a dataset,"machine-learning,software-evaluation",2,0,1,,,
5231,1,,1517805295,0,24,12544,Backpropagation in ANFIS creating corrections to membership function parameters that are too large,"neural-networks,backpropagation,fuzzy-logic",0,0,,,,
5232,1,,1517813926,-1,71,9560,Bayesian decision function,"machine-learning,classification,probabilistic,statistical-ai,data-science",2,0,1,,,
5233,2,,1517831902,0,,6014,,,,0,,5174,,
5234,1,,1517832014,8,459,1671,Why were Chess experts surprised by the AlphaZero's victory against Stockfish?,"chess,alphazero",3,0,2,,,
5235,1,5254,1517852808,3,149,9483,Problems in Artificial Intelligence,"machine-learning,ai-design,ai-basics",1,7,2,,,
5237,2,,1517866619,1,,1847,,,,2,,5221,,
5238,2,,1517872011,1,,8912,,,,0,,5230,,
5239,1,5241,1517887167,7,344,9947,What makes animal brain so special?,"neural-networks,neurons,brain",3,1,3,,,
5241,2,,1517895539,7,,2329,,,,8,,5239,,
5242,2,,1517897595,1,,12567,,,,0,,4740,,
5243,2,,1517897718,1,,11571,,,,1,,3088,,
5245,2,,1517952075,0,,11571,,,,2,,5232,,
5246,1,5247,1517962837,5,569,12574,What is Sample Efficiency & Importance Sampling in Reinforcement Learning?,"reinforcement-learning,statistical-ai",2,0,,,,
5247,2,,1517970325,5,,4398,,,,5,,5246,,
5248,2,,1517992861,11,,12585,,,,3,,5234,,
5249,2,,1517993659,0,,3127,,,,0,,5230,,
5250,2,,1517994996,3,,11810,,,,1,,5234,,
5252,1,5255,1518004884,1,100,9271,What are some interesting recent papers that synthesize symbolic AI with Deep Learning?,"deep-learning,gofai",1,0,,,,
5254,2,,1518054071,1,,7800,,,,0,,5235,,
5255,2,,1518060111,2,,11571,,,,0,,5252,,
5256,1,,1518061166,2,71,12607,RTS Construction Layout AI,"algorithm,game-ai,prediction,game-theory,path-planning",1,0,,,,
5257,2,,1518072444,0,,11571,,,,0,,5256,,
5258,1,5868,1518072688,4,157,9947,Swarm intelligence vs Normal Human Intelligence,"philosophy,swarm-intelligence,brain,super-organism",2,2,,,,
5259,1,,1518076892,0,48,3015,Is understanding value for different features next step for object recognition?,"machine-learning,artificial-neuron,object-recognition",2,0,,,,
5260,2,,1518092404,0,,12619,,,,1,,5259,,
5261,2,,1518111109,1,,6014,,,,0,,5234,,
5262,2,,1518132909,2,,9947,,,,0,,5259,,
5263,2,,1518146491,2,,9271,,,,0,,4956,,
5264,2,,1518166552,2,,12630,,,,4,,5239,,
5265,1,,1518188044,2,145,10569,What activation function is not used at the final layer of super resolution neural models?,"deep-learning,deep-network,computer-vision",3,1,1,,,
5266,1,5273,1518193693,1,68,12251,Existing programs that find out words with same meanings,"machine-learning,natural-language,natural-language-processing",2,5,,,,
5267,2,,1518217471,1,,12630,,,,7,,5266,,
5268,2,,1518222829,1,,12630,,,,0,,4949,,
5269,2,,1518223440,3,,11571,,,,2,,5258,,
5270,1,5282,1518231250,1,38,11571,Tracking control with multimodal reward,reinforcement-learning,1,1,,,,
5271,2,,1518239294,1,,12630,,,,2,,5211,,
5272,2,,1518271962,0,,9592,,,,0,,5265,,
5273,2,,1518277634,1,,9592,,,,0,,5266,,
5274,1,,1518287220,19,4217,12648,What are the current theories on developing a conscious AI?,"philosophy,theorics,artificial-consciousness",5,7,8,,,
5275,2,,1518294816,24,,4398,,,,7,,5274,,
5276,2,,1518301885,1,,11571,,,,0,,4497,,
5277,2,,1518315828,2,,11571,,,,2,,5274,,
5278,2,,1518319528,1,,12251,,,,2,,5274,,
5279,1,5283,1518325394,2,46,12656,Programming a bandit to optimize donations,"ai-design,training",1,2,,,,
5280,2,,1518334851,0,,5210,,,,0,,5265,,
5281,2,,1518350702,4,,12665,,,,3,,5274,,
5282,2,,1518372592,1,,4398,,,,0,,5270,,
5283,2,,1518394906,3,,1847,,,,1,,5279,,
5284,2,,1518400635,2,,10913,,,,0,,1678,,
5285,1,5293,1518401153,1,47,12691,Recurrent neural network based language model - how word-vector w(t) is represented in this approach?,"natural-language,recurrent-neural-networks,wordvector",1,0,,,,
5287,2,,1518407418,0,,12695,,,,6,,5274,,
5288,1,,1518410474,1,18,12672,How do we calculate the hidden units values in a (Restricted) Boltzmann machine,boltzmann-machine,0,0,,,,
5289,1,5481,1518421924,2,28,12544,"Tuning the b parameter, ANFIS","neural-networks,machine-learning,fuzzy-logic",1,0,1,,,
5290,1,,1518459838,4,88,12713,Predict frequently purchased items under certain conditions with customer purchasing history data,"machine-learning,unsupervised-learning,learning-algorithms,r",2,4,,,,
5291,1,,1518472247,0,70,9489,Conv2Conv Autoencoder for text sequences,"deep-learning,convolutional-neural-networks,natural-language-processing,keras",0,0,,,,
5292,2,,1518472728,0,,11571,,,,0,,5290,,
5293,2,,1518474756,1,,12630,,,,2,,5285,,
5294,2,,1518480107,1,,12630,,,,0,,3817,,
5295,2,,1518482570,1,,1641,,,,0,,5246,,
5296,2,,1518498100,1,,12630,,,,0,,5290,,
5297,2,,1518519323,1,,12278,,,,0,,3923,,
5298,1,,1518550088,0,244,12729,How can I convert Natural Language to Sql query in NodeJS?,"natural-language-processing,getting-started,node-js",0,2,1,,,
5299,2,,1518554108,1,,10913,,,,0,,2412,,
5300,1,,1518563057,0,38,11571,Balance problem with a ball,control-problem,0,1,,,,
5301,2,,1518576108,2,,10913,,,,0,,2381,,
5302,2,,1518582770,1,,10913,,,,3,,2675,,
5303,2,,1518591508,1,,10913,,,,1,,3989,,
5308,1,,1518597800,4,65,1671,Algorithms can be greedy. What are some other algorithmic vices?,"philosophy,ethics,theorics",2,0,1,,,
5309,2,,1518600938,2,,12732,,,,2,,5308,,
5314,1,,1518604942,2,926,12746,Training an AI to play Starcraft 2 with superhuman level of performance?,"machine-learning,ai-design,computer-vision,knowledge-representation,reasoning",2,3,2,,,
5316,2,,1518626805,2,,12751,,,,0,,4048,,
5317,1,,1518627257,1,42,12752,How to find the subject in a text?,"algorithm,natural-language,natural-language-processing,ai-basics,getting-started",0,5,,,,
5318,1,,1518634524,2,251,12754,What to do if CNN cannot overfit a training set on adding dropout?,"convolutional-neural-networks,linear-regression,dropout",2,0,,,,
5319,2,,1518644164,0,,11571,,,,0,,5318,,
5320,1,5323,1518655118,2,109,9947,Motivation that drives a rogue AI agent,"philosophy,biology,genes",2,1,1,,,
5322,1,,1518664612,5,366,10913,Can prior knowledge be encoded in deep neural networks?,"neural-networks,ai-design,knowledge-representation,world-knowledge",4,5,,,,
5323,2,,1518668091,2,,4398,,,,1,,5320,,
5325,1,,1518672708,2,71,12762,Cost Function Question,"linear-regression,math",3,1,,,,
5326,2,,1518673877,1,,10913,,,,1,,4213,,
5327,2,,1518674188,2,,9947,,,,0,,5325,,
5328,2,,1518675716,3,,4446,,,,1,,5322,,
5329,1,,1518679785,5,56,12765,Framework for Joining Multiple Modular Artificial Neural Networks,"neural-networks,software-evaluation,topology,software-architecture",1,2,,,,
5330,2,,1518688751,0,,1671,,,,0,,5314,,
5331,2,,1518701425,5,,8577,,,,0,,5322,,
5332,1,,1518718344,5,442,12773,How to implement exploration function and learning rate in Q Learning,"reinforcement-learning,q-learning,data-science",2,0,,,,
5333,1,,1518719957,5,76,12775,Methods to tell if a question can be answered from a paragraph,"neural-networks,machine-learning,classification,natural-language-processing",1,1,1,,,
5334,2,,1518730622,2,,1847,,,,2,,5332,,
5336,1,5487,1518736629,2,132,2904,Training a Yes/No NN for Image Classes,"neural-networks,deep-learning,classification,computer-vision,ai-basics",1,1,1,,,
5337,2,,1518741993,3,,11571,,,,1,,4769,,
5338,1,,1518744109,1,101,12780,Can anyone suggest a small application based on an Artificial Intelligence which can be done by a beginner in AI?,"game-ai,ai-basics,applications,getting-started,python",2,3,2,,,
5339,1,,1518747217,1,31,12782,Prove that there might be an Agent function which cannot be implemented by any Agent program,"machine-learning,intelligent-agent",0,2,,,,
5340,2,,1518749865,1,,9271,,,,1,,5134,,
5341,2,,1518751448,1,,6120,,,,0,,5332,,
5342,2,,1518763355,4,,1671,,,,5,,5338,,
5343,1,5344,1518770182,2,46,12788,Weight Normalization,"neural-networks,ai-basics",1,2,1,,,
5344,2,,1518772506,1,,9947,,,,3,,5343,,
5345,2,,1518773055,1,,12630,,,,1,,5338,,
5346,2,,1518781251,0,,1671,,,,0,,5043,,
5347,1,,1518781492,1,47,12788,Novelty Search Mutation Algorithm,"deep-learning,genetic-algorithms,evolutionary-algorithms",0,4,1,,,
5348,1,,1518814745,0,444,12803,difference between ai-architecture and ai-model?,"ai-basics,models,architecture,soft-question",6,0,1,,,
5349,1,5351,1518816572,2,40,12090,"In number classification using neural network, is training with edge image better than gray image?","neural-networks,machine-learning,image-recognition",1,0,1,,,
5351,2,,1518822801,1,,12630,,,,0,,5349,,
5353,1,,1518826092,1,50,12251,Analogies and similarity,"machine-learning,natural-language-processing,theorics,computational-linguistics",0,4,2,,,
5354,2,,1518833865,2,,12806,,,,0,,2738,,
5355,1,,1518845967,2,75,4920,Data prepared to linear regression. Can I use it with backpropagation?,"neural-networks,backpropagation,hidden-layers",0,10,,,,
5356,2,,1518853344,2,,10913,,,,0,,5314,,
5357,2,,1518880760,1,,12788,,,,1,,4139,,
5358,1,,1518895583,1,16,12814,How to train a recurrent neural network with multiple series,"neural-networks,recurrent-neural-networks",0,1,,,,
5359,1,,1518903694,1,28,12608,Does k consistency always imply (k - 1) consistency?,linear-algebra,1,2,,,,
5360,1,,1518916033,0,156,12820,Deep-Q-Network is unlearning after a few epochs,"deep-learning,reinforcement-learning,tensorflow,q-learning,deepmind",0,0,1,,,
5361,2,,1518932539,1,,12630,,,,0,,5359,,
5362,1,,1518932876,1,73,12824,Trajectory classification using RNN,"neural-networks,tensorflow,recurrent-neural-networks",0,1,1,,,
5363,2,,1518933182,1,,9947,,,,2,,5348,,
5364,1,,1518934116,-1,51,12825,AI Algorithms and Processes to Simulate a Personal Trainer,"machine-learning,ai-design,healthcare",1,1,1,,,
5369,1,5421,1518965121,1,339,12788,Can anyone show me the derivative of Leaky RELU in C#?,"neural-networks,backpropagation,ai-basics",2,1,,,,
5370,1,5409,1519002433,1,41,11038,Train new data set using pre trained Single Shot Detector(VGG16) (transferred learning),"deep-learning,convolutional-neural-networks",1,1,,,,
5371,1,,1519006730,1,43,12327,Identify unnecessary inputs of NN,neural-networks,1,1,,,,
5372,1,,1519019673,1,28,12843,How to calculate Adaptive gradient?,"machine-learning,deep-learning,optimization,gradient-descent,facial-recognition",0,0,1,,,
5373,2,,1519021600,1,,12788,,,,0,,4643,,
5374,1,,1519034665,0,7,12846,Transform an FP-Growth graph to a Bayesian network,machine-learning,0,0,,,,
5376,1,,1519039168,1,33,12849,Dealing with input to recurrent net with changing dimensions,"neural-networks,convolutional-neural-networks,reinforcement-learning",0,0,,,,
5377,1,5379,1519045910,3,472,12519,Hill climbing search - Map coloring problem,"machine-learning,algorithm,genetic-algorithms,ai-basics,graph-coloring",2,0,,,,
5378,2,,1519056128,1,,9469,,,,1,,84,,
5379,2,,1519060860,3,,12857,,,,0,,5377,,
5380,2,,1519060925,0,,9469,,,,0,,5325,,
5381,2,,1519080684,0,,11571,,,,2,,5325,,
5382,2,,1519081211,1,,11571,,,,2,,84,,
5383,2,,1519092631,1,,10875,,,,2,,84,,
5385,1,,1519154363,1,79,10913,Is the research by Stanford University students who use logistic regression to predict sexual orientation from facial images really scientific?,"research,ethics,social",1,2,,,,
5386,2,,1519167819,4,,8912,,,,1,,5385,,
5387,2,,1519168145,0,,11571,,,,0,,5364,,
5389,1,,1519193753,3,54,12713,Detect observations under certain conditions,"machine-learning,unsupervised-learning,detecting-patterns",1,0,1,,,
5392,1,5406,1519247339,4,52,12907,Represent sense/meaning of sentences mathematically,"natural-language-processing,sentience",2,1,1,,,
5393,1,,1519256458,1,28,12910,Improving learning rate for classification task,"neural-networks,classification,tensorflow,keras",0,3,,,,
5394,2,,1519256915,1,,11571,,,,0,,5098,,
5395,2,,1519263693,1,,9947,,,,0,,5389,,
5396,2,,1519271901,1,,5796,,,,0,,5377,,
5397,2,,1519273509,1,,10875,,,,0,,5348,,
5398,1,6495,1519277970,0,80,1641,Is it common in RL research with Atari/ALE to automatically press FIRE to start games?,"reinforcement-learning,research,deepmind",1,0,,,,
5399,1,5401,1519279016,4,134,12901,Why number of hidden units in a layer are suggested to be in powers of 2?,"deep-learning,optimization,hidden-layers",1,3,1,,,
5400,1,5402,1519282860,1,22,12901,Does augmenting data changes the distribution of augmented data?,"machine-learning,deep-learning",1,0,,,,
5401,2,,1519283374,4,,1847,,,,1,,5399,,
5402,2,,1519283398,1,,1641,,,,0,,5400,,
5403,2,,1519288093,1,,12788,,,,0,,4209,,
5404,2,,1519304668,1,,4631,,,,3,,5392,,
5405,1,,1519324287,0,18,11571,Controller synthesis with backpropagation through time,neural-networks,0,0,,,,
5406,2,,1519337418,3,,12630,,,,0,,5392,,
5407,2,,1519338616,1,,12929,,,,0,,5371,,
5408,1,,1519341950,2,40,12931,Intuition on how word embeddings bring information to a network,wordvector,2,2,,,,
5409,2,,1519351557,0,,11038,,,,0,,5370,,
5410,1,,1519359026,3,256,12935,What is current state of AGI development?,"agi,ultraintelligent-machine,superintelligence",2,6,2,,,
5411,2,,1519363769,-2,,11571,,,,4,,5410,,
5414,1,,1519373154,4,90,12941,What are problems which Neural Networks have yet solve?,"neural-networks,models",1,2,,,,
5415,1,5492,1519379736,-1,66,9890,A smart way to adjust XML files according to handwritten ones,"machine-learning,convolutional-neural-networks,algorithm",1,3,,,,
5416,2,,1519392954,4,,4398,,,,3,,5410,,
5417,2,,1519415056,0,,11038,,,,0,,5348,,
5418,2,,1519450744,3,,5763,,,,1,,5058,,
5419,1,,1519456376,0,74,12953,Does my explanation of Resnet make Rational sense?,"neural-networks,deep-learning,convolutional-neural-networks",1,2,,,1535451975,
5420,1,,1519467345,1,77,12387,My network does always predict always the first right class,"training,tensorflow,python",0,4,,,,
5421,2,,1519469622,1,,12957,,,,4,,5369,,
5422,1,5424,1519469733,0,54,12958,What is easier or more efficient to summarize voice or text? [DP/RN],"neural-networks,deep-learning,natural-language-processing,voice-recognition,text-summarization",2,0,1,,,
5423,2,,1519470168,0,,12957,,,,1,,5422,,
5424,2,,1519472663,2,,5763,,,,1,,5422,,
5425,2,,1519490954,1,,6779,,,,0,,5348,,
5426,1,,1519515335,1,26,12963,Condition Action Statement - Feed Forward Neural Network,"neural-networks,decision-theory",0,2,1,,,
5427,1,5440,1519515911,1,23,12964,Executing trained image classification model for video,"deep-learning,image-recognition,computer-vision",1,0,,,,
5428,1,,1519518176,-1,125,12935,How can people contribute to AGI research?,"research,agi,superintelligence",1,3,,,,
5429,2,,1519526042,1,,4994,,,,0,,5348,,
5430,2,,1519527261,1,,4994,,,,0,,5408,,
5431,2,,1519530124,1,,9271,,,,0,,5408,,
5432,1,5434,1519536529,1,126,8433,Can a game AI learn the concept of acceleration?,"machine-learning,game-ai",2,0,,,,
5433,2,,1519552526,1,,12971,,,,0,,4786,,
5434,2,,1519557766,1,,1847,,,,0,,5432,,
5435,2,,1519563054,3,,6779,,,,0,,5428,,
5437,1,,1519579684,0,88,12788,Number of hidden layers/neurons for Connect4 Neural Networks,"neural-networks,genetic-algorithms,topology",0,6,,,,
5438,1,5439,1519584944,0,239,8418,L2 normalization in Facenet paper acting as a Constraint?,"tensorflow,keras",1,2,,,,
5439,2,,1519597620,0,,1847,,,,0,,5438,,
5440,2,,1519604964,1,,9091,,,,0,,5427,,
5441,2,,1519619378,1,,12935,,,,0,,5320,,
5442,2,,1519619729,0,,12935,,,,0,,2274,,
5443,1,,1519623191,1,22,12983,How to apply EOT algorithm to 3d model,"neural-networks,image-recognition",0,1,,,,
5445,1,,1519625695,0,15,12985,Keras: Using different variables for each element in a batch,"convolutional-neural-networks,keras,python",0,0,,,,
5446,2,,1519626955,1,,42,,,,0,,5432,,
5448,1,,1519641359,1,64,2655,Deep NN architecture for predicting a matrix from two matrices,"machine-learning,deep-learning,convolutional-neural-networks,keras,data-science",0,7,3,,,
5449,2,,1519656908,3,,10344,,,,0,,5186,,
5450,2,,1519657640,1,,10344,,,,2,,5041,,
5451,1,,1519688244,1,126,12574,What is Imagination Learning and Imagination machines?,reinforcement-learning,1,0,1,,,
5452,1,,1519688930,4,658,13004,CPU preferences and specifications for a multi GPU deep-learning setup,"deep-learning,hardware,hardware-evaluation",3,6,,,,
5453,1,,1519694679,3,63,13001,Find anomalies from records of categorical data,"machine-learning,datasets,data-science",1,2,,,,
5454,1,,1519698446,1,39,13008,Should the actor or actor-target model be used to make predictions after training is complete (DDPG)?,"deep-learning,reinforcement-learning,deep-network,q-learning",1,0,,,,
5456,2,,1519706837,3,,9947,,,,2,,5452,,
5457,1,,1519713101,1,18,13011,Feature Selection algorithm for a high featured data,"machine-learning,classification",0,1,,,,
5458,1,,1519718686,1,35,13015,Binary score in RPN (Faster-RCNN),object-recognition,0,1,,,,
5459,2,,1519772643,1,,10344,,,,0,,5452,,
5460,1,,1519774675,1,34,11571,Training of a logicgate network,machine-learning,0,1,,,,
5461,1,,1519778917,2,80,13030,Create captions based on a series of images,image-recognition,3,5,,,,
5462,1,5489,1519789922,2,165,13036,Binary Classification with Tanh + MSE,"neural-networks,deep-learning,convolutional-neural-networks",1,1,,,,
5463,1,,1519796467,0,9,13038,Clockwork RNN & Backpropagation logic on non-activated modules,"neural-networks,backpropagation",0,0,,,,
5464,2,,1519796636,3,,13036,,,,0,,2727,,
5465,1,,1519797751,0,58,13040,Which is the best software for implement neural network with back propagation modified by PSO and GA?,"neural-networks,backpropagation,matlab,software-evaluation",0,1,,,,
5466,1,,1519798927,1,14,13026,Approach for data transformation needed,"ai-basics,heuristics,pathfinding",0,0,,,,
5467,2,,1519811723,1,,6779,,,,0,,5419,,
5468,1,,1519820639,1,26,13042,Which algorithm for scheduling race grid?,"algorithm,genetic-algorithms",1,4,,,,
5469,2,,1519828924,1,,6779,,,,2,,5176,,
5471,1,,1519849440,1,147,13054,Periodic Pattern in Validation Loss Curve,"deep-learning,training,keras",1,2,,,,
5473,2,,1519867511,2,,12857,,,,1,,5468,,
5474,1,,1519869055,3,78,13058,Other Deep Learning Networks for Visual Place Recognition?,"machine-learning,convolutional-neural-networks,computer-vision",1,0,1,,,
5475,1,,1519871189,2,171,13060,How to deal with back-propagation when dealing with invalid moves in Reinforced Learning?,"reinforcement-learning,backpropagation",1,0,,,,
5477,1,,1519878112,1,106,12809,JavaScript Client Side GAN implementation,"deep-learning,reinforcement-learning,computer-vision",1,0,,,,
5478,2,,1519879893,1,,13065,,,,1,,3804,,
5481,2,,1519888373,1,,12544,,,,0,,5289,,
5482,1,5484,1519888457,2,49,13068,Facial recognition and classifying unknowns with neural networks,"neural-networks,machine-learning,deep-learning,classification",1,0,,,,
5484,2,,1519889682,4,,12957,,,,0,,5482,,
5485,1,,1519918731,2,64,13074,What are the types of artificial intelligence and how are they measured?,ultraintelligent-machine,1,4,,,,
5486,1,5689,1519935961,3,314,13076,What is the difference between ConvLSTM and CNN LSTM?,"convolutional-neural-networks,lstm",1,0,,,,
5487,2,,1519939756,1,,10287,,,,0,,5336,,
5488,1,,1519958126,1,21,13080,Name of a multiarmed bandit with only some levers available,"reinforcement-learning,ai-basics",0,2,,,,
5489,2,,1519962817,3,,13067,,,,2,,5462,,
5492,2,,1519976065,1,,10287,,,,4,,5415,,
5493,1,5521,1519986444,6,526,12957,What is the purpose of an activation function in Neural Networks?,"neural-networks,deep-learning",5,0,4,,,
5494,2,,1519996716,3,,9469,,,,0,,5493,,
5495,2,,1519996745,3,,13067,,,,1,,5493,,
5496,1,,1519998754,3,125,13087,NEAT - Innovation for Connection genes only?,"neural-networks,genetic-algorithms,neat",2,2,,,,
5497,1,5498,1520002136,1,80,13087,NEAT - Can mutation enable a disabled connection?,"neural-networks,genetic-algorithms,neat",1,1,,,,
5498,2,,1520013954,2,,13088,,,,2,,5497,,
5499,2,,1520028933,2,,13088,,,,0,,5451,,
5501,2,,1520031502,0,,12957,,,,0,,5461,,
5502,1,,1520037623,-1,23,12965,Incremental(Online) Learning Novelty Detection Algorithms,machine-learning,1,0,,,,
5503,2,,1520061824,0,,13067,,,,1,,5502,,
5505,2,,1520073706,2,,5763,,,,0,,5485,,
5506,1,5508,1520074781,1,49,12327,NN robustness in relation to quantity of training data,neural-networks,2,1,,,,
5507,2,,1520076598,1,,13067,,,,0,,5506,,
5508,2,,1520106584,1,,11571,,,,3,,5506,,
5509,1,,1520120338,1,73,13104,Understanding multi iteration update of model in Policy Gradient PPO algorithm,"neural-networks,deep-learning,reinforcement-learning",0,1,2,,,
5510,2,,1520121697,3,,13104,,,,0,,5493,,
5511,1,,1520128506,1,205,13107,Are mathematical models the answer to general artificial intelligence?,"machine-learning,models",2,2,1,,,
5512,1,,1520130919,0,172,13108,Fuzzy Logic using java,fuzzy-logic,1,4,,,,
5514,2,,1520145607,2,,1847,,,,0,,5511,,
5517,1,,1520163571,3,135,13118,Two chatbots - One teaches another,"natural-language-processing,chat-bots",2,3,2,,,
5519,1,5522,1520201799,1,115,12935,Strong AI vs Singularity - which should happen first?,"agi,singularity,superintelligence",1,1,,,,
5520,1,,1520206582,0,336,13127,R-CNN LSTM (using Detectron) for image caption task,"convolutional-neural-networks,lstm,getting-started",0,1,,,,
5521,2,,1520215123,5,,9947,,,,2,,5493,,
5522,2,,1520220990,2,,12630,,,,3,,5519,,
5523,2,,1520230435,0,,11571,,,,0,,5511,,
5526,1,5537,1520238448,4,62,13138,Help with dual parameter fitness function,"neat,fitness-functions",2,2,,,,
5527,1,,1520241744,6,213,13102,Understanding the loss function of You Only Look Once(YOLO) network,"deep-learning,convolutional-neural-networks,object-recognition",1,1,,,,
5528,2,,1520245215,2,,13088,,,,1,,2604,,
5529,1,,1520252324,3,192,13141,Different action spaces for different states of the environment,"neural-networks,machine-learning,reinforcement-learning,ai-basics,python",2,3,,,,
5530,2,,1520277574,0,,11571,,,,5,,5526,,
5531,1,5534,1520278502,2,79,9268,Is there a naming convention for network weights for multilayer networks?,neural-networks,1,11,,,,
5534,2,,1520283476,2,,12630,,,,5,,5531,,
5536,1,7554,1520292934,3,176,12691,Seq2Seq dialogs predicts only most common words like `you` after couple of epoches,"neural-networks,natural-language,tensorflow,recurrent-neural-networks,lstm",1,0,1,,,
5537,2,,1520295005,4,,3005,,,,1,,5526,,
5538,1,,1520303093,3,269,13148,ML model that is most suited to analyse Google Analytics data,"machine-learning,deep-learning,reinforcement-learning",2,2,2,,,
5539,1,,1520307976,2,111,13067,Can't find papers about Limitations of NN,"neural-networks,artificial-neuron,reference-request",3,2,,,,
5540,2,,1520309721,2,,12736,,,,0,,3361,,
5541,2,,1520313026,1,,13102,,,,0,,4048,,
5542,2,,1520317257,1,,1671,,,,0,,5512,,
5543,2,,1520322536,3,,13156,,,,2,,5539,,
5546,1,,1520330515,5,350,145,What is the difference between a Convolutional Neural Network and a regular Neural Network?,"neural-networks,convolutional-neural-networks,definitions,terminology",3,2,1,,,
5547,2,,1520332634,1,,13138,,,,0,,3982,,
5548,1,5549,1520335787,1,121,13160,"How are connection weights ""perturbed""?","neural-networks,evolutionary-algorithms,neat",1,0,,,,
5549,2,,1520336437,1,,4398,,,,0,,5548,,
5550,2,,1520337698,1,,9647,,,,0,,5546,,
5551,1,,1520357008,0,39,9608,A way to give more weight to particular data?,"training,datasets",2,3,,,,
5552,2,,1520360615,0,,13088,,,,0,,5539,,
5553,1,5581,1520363854,3,88,13165,How to evaluate the goodness of images generated by GANs?,"deep-learning,generative-model",1,0,1,,,
5554,2,,1520367587,1,,9947,,,,0,,2526,,
5557,2,,1520368292,0,,11571,,,,0,,5539,,
5558,1,,1520368353,2,33,12931,How to deal with padded inputs in a fully connected feed forward network?,"deep-learning,mlp",0,2,,,,
5559,1,,1520372515,0,56,4920,Neural network to get input attributes using only the output value,"neural-networks,generative-model",2,0,,,,
5560,2,,1520386661,0,,13067,,,,1,,5559,,
5561,2,,1520395598,0,,13067,,,,1,,5529,,
5562,2,,1520406869,1,,13067,,,,0,,5551,,
5565,2,,1520408103,2,,1847,,,,1,,5559,,
5566,2,,1520409007,3,,13156,,,,0,,5546,,
5567,2,,1520421106,0,,5763,,,,0,,5517,,
5568,1,,1520429901,0,67,13087,How to evaluate output of unlayered NN?,"neural-networks,neat,topology",1,0,,,,
5569,2,,1520434191,6,,12853,,,,0,,5546,,
5570,1,,1520449800,2,94,12053,Game AI evaluation function and making progress towards winning,"reinforcement-learning,gaming",2,0,,,,
5571,1,,1520452008,3,47,13185,Proof of uniqueness of value function for MDPs with undiscounted rewards,reinforcement-learning,1,0,2,,,
5572,2,,1520453699,1,,12853,,,,0,,113,,
5573,2,,1520456018,0,,11571,,,,0,,5570,,
5574,2,,1520460983,1,,1641,,,,0,,5174,,
5576,2,,1520469129,0,,13104,,,,0,,5551,,
